id1,entityname_original,entityname,Group1,Group1_id1,Group1_score,Group2,Group2_id1,Group2_score,Group3,Group3_id1,Group3_score,Group4,Group4_id1,Group4_score,Group5,Group5_id1,Group5_score,Group6,Group6_id1,Group6_score,Group7,Group7_id1,Group7_score,Group8,Group8_id1,Group8_score,Group9,Group9_id1,Group9_score,Group10,Group10_id1,Group10_score,Group11,Group11_id1,Group11_score,Group12,Group12_id1,Group12_score,Group13,Group13_id1,Group13_score,Group14,Group14_id1,Group14_score,Group15,Group15_id1,Group15_score,Group16,Group16_id1,Group16_score,Group17,Group17_id1,Group17_score,Group18,Group18_id1,Group18_score,Group19,Group19_id1,Group19_score,Group20,Group20_id1,Group20_score
6333,"UCLA, Los Angeles, CA, USA","UCLA, Los Angeles, CA, USA",,,,"USC, Los Angeles, CA, USA",6307,91.66666666666667,,,,"USC, Los Angeles, CA, USA",6307,91.66666666666667,,,,,,,,,,,,,"USC, Los Angeles, CA, USA",6307,91.66666666666667,"USC, Los Angeles, CA, USA",6307,91.66666666666667,"USC, Los Angeles, CA, USA",6307,91.66666666666667,,,,"UCLA, Los Angeles, CA",5394,93.0,"UCLA, Los Angeles, CA",5394,93.0,"USC, Los Angeles, CA, USA",6307,91.66666666666667,,,,"UCLA, Los Angeles, CA",5394,93.0,"USC, Los Angeles, CA, USA",6307,91.66666666666667,"USC, Los Angeles, CA, USA",6307,91.66666666666667,,,
6784,"Lucent Technologies, Murray Hill, NJ","Lucent Technologies, Murray Hill, NJ","Bell Labs, Lucent Technologies, Murray Hill, NJ",8206,91.33333333333333,,,,,,,,,,,,,,,,"Bell Labs, Lucent Technologies, Murray Hill, NJ",8206,91.33333333333333,"Bell Labs, Lucent Technologies, Murray Hill, NJ",8206,91.33333333333333,,,,,,,,,,,,,"Bell Labs, Lucent Technologies, Murray Hill, NJ",8206,91.33333333333333,,,,,,,,,,"Bell Labs, Lucent Technologies, Murray Hill, NJ",8206,91.33333333333333,,,,,,,,,
1146,"Swiss Federal Institute of Technology, ETH Zentrum, Zurich, Switzerland","Swiss Federal Institute of Technology, ETH Zentrum, Zurich, Switzerland",,,,"Swiss Federal Institute of Technology (ETHZ), Zürich, Switzerland",7908,89.66666666666667,,,,"Swiss Federal Institute of Technology (ETH), Zürich, Switzerland",7632,89.0,"Swiss Federal Institute of Technology (ETH), Zürich, Switzerland",7632,89.0,"Swiss Federal Institute of Technology (ETHZ), Zürich, Switzerland",7908,89.66666666666667,,,,,,,"Swiss Federal Institute of Technology (ETHZ), Zürich, Switzerland",7908,89.66666666666667,"Swiss Federal Institute of Technology (ETH), Zürich, Switzerland",7632,89.0,,,,,,,"Swiss Federal Institute of Technology (ETH), Zürich, Switzerland",7632,89.0,"Swiss Federal Institute of Technology (ETH), Zürich, Switzerland",7632,89.0,"Swiss Federal Institute of Technology (ETHZ), Zürich, Switzerland",7908,89.66666666666667,,,,"Swiss Federal Institute of Technology (ETHZ), Zürich, Switzerland",7908,89.66666666666667,"Swiss Federal Institute of Technology (ETH), Zürich, Switzerland",7632,89.0,,,,"Swiss Federal Institute of Technology (ETHZ), Zürich, Switzerland",7908,89.66666666666667
2043,"Computer Science Department, University of Maryland, College Park, MD","Computer Science Department, University of Maryland, College Park, MD","Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,"Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,"Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,"Computer Science Department, University of Maryland, College Park, Maryland",6924,96.33333333333333,"Computer Science Department, University of Maryland, College Park, Maryland",6924,96.33333333333333,,,,"Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,"Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,,,,"Computer Science Department, University of Maryland, College Park, Maryland",6924,96.33333333333333,"Computer Science Department, University of Maryland, College Park, Maryland",6924,96.33333333333333,,,,"Computer Science Department, University of Maryland, College Park, Maryland",6924,96.33333333333333,,,,"Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,,,,"Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,"Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,"Computer Science Department, University of Maryland, College Park, USA 20742",9489,93.33333333333333,,,
7972,"University at Buffalo, Buffalo, New York","University at Buffalo, Buffalo, New York",,,,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,,,,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,,,,,,,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,,,,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,,,,,,,,,,,,,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,,,,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,"University at Buffalo, Buffalo, NY",3168,92.66666666666667,,,
8171,"Department of Computer Science, Boston University, Boston, MA 02215, USA","Department of Computer Science, Boston University, Boston, MA 02215, USA",,,,,,,"Department of Computer Science, Boston University, USA",8151,89.0,,,,,,,,,,"Department of Computer Science, Boston University, USA",8151,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,"Department of Computer Science & Engineering, University of California, San Diego","Department of Computer Science & Engineering, University of California, San Diego","Department of Computer Science and Engineering, University of California San Diego",1682,96.66666666666667,,,,"Department of Computer Science and Engineering, University of California San Diego",1682,96.66666666666667,,,,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA",6809,88.0,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA",6809,88.0,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA",6809,88.0,,,,"Department of Computer Science & Engineering, University of California Riverside, USA",8170,88.33333333333333,"Department of Computer Science and Engineering, University of California San Diego",1682,96.66666666666667,"Department of Computer Science and Engineering, University of California San Diego",1682,96.66666666666667,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA",6809,88.0,,,,,,,"Dept. of Computer Science and Engineering, University of California, San Diego, La Jolla, CA",6809,88.0,,,,"Department of Computer Science and Engineering, University of California San Diego",1682,96.66666666666667,"Department of Computer Science and Engineering, University of California San Diego",1682,96.66666666666667,,,,"Department of Computer Science & Engineering, University of California Riverside, USA",8170,88.33333333333333
8204,"Rutgers University, Murray Hill, NJ","Rutgers University, Murray Hill, NJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,"Server Manageability, Oracle, Redwood Shores, USA 94065","Server Manageability, Oracle, Redwood Shores, USA 94065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,University of Texas,University of Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,Google,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,"Max-Planck-Institut fü Informatik, Saarbrücken, Germany","Max-Planck-Institut fü Informatik, Saarbrücken, Germany","Max-Planck Institute for Informatics, Saarbrücken, Germany",192,91.66666666666667,"Max Planck Institute for Informatics, Saarbrücken, Germany",771,90.33333333333333,,,,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",401,98.66666666666667,"Max Planck Institut fur Informatik, Saarbrücken, Germany",8417,95.0,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",401,98.66666666666667,"Max-Planck Institute for Informatics, Saarbrücken, Germany",192,91.66666666666667,,,,"Max Planck Institut fur Informatik, Saarbrücken, Germany",8417,95.0,"Max Planck Institute for Informatics, Saarbrücken, Germany",771,90.33333333333333,"Max Planck Institut fur Informatik, Saarbrücken, Germany",8417,95.0,"Max Planck Institute for Informatics, Saarbrücken, Germany",771,90.33333333333333,"Max Planck Institute for Informatics, Saarbrücken, Germany",771,90.33333333333333,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",401,98.66666666666667,,,,,,,,,,"Max-Planck-Institut für Informatik, Saarbrücken, Germany",401,98.66666666666667,"Max Planck Institute for Informatics, Saarbrücken, Germany",771,90.33333333333333,"Max Planck Institut fur Informatik, Saarbrücken, Germany",8417,95.0
319,"Oracle Corporation, Redwood City, CA","Oracle Corporation, Redwood City, CA",,,,,,,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,,,,,,,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,,,,,,,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,,,,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,,,,,,,,,,"Oracle Corporation, Redwood City, CA, USA",6320,96.0,,,
475,INRIA Futurs,INRIA Futurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,"School of Computer Science, University of Waterloo","School of Computer Science, University of Waterloo","Dept. of Computer Science, University of Waterloo",6505,89.0,"School of Computer Science, University of Waterloo, Canada",8059,95.33333333333333,,,,"School of Computer Science, University of Waterloo, Waterloo, Canada",1448,90.33333333333333,,,,"School of Computer Science, University of Waterloo, Waterloo, Canada",1448,90.33333333333333,"Dept. of Computer Science, University of Waterloo",6505,89.0,"Dept. of Computer Science, University of Waterloo",6505,89.0,"Dept. of Computer Science, University of Waterloo",6505,89.0,"School of Computer Science, University of Waterloo, Waterloo, Canada",1448,90.33333333333333,"School of Computer Science, University of Waterloo, Waterloo, Canada",1448,90.33333333333333,"School of Computer Science, University of Waterloo, Waterloo, Canada",1448,90.33333333333333,"School of Computer Science, University of Waterloo, Waterloo, Canada",1448,90.33333333333333,"School of Computer Science, University of Waterloo, Canada",8059,95.33333333333333,"Dept. of Computer Science, University of Waterloo",6505,89.0,"School of Computer Science, University of Waterloo, Waterloo, Canada",1448,90.33333333333333,"Dept. of Computer Science, University of Waterloo",6505,89.0,"School of Computer Science, University of Waterloo, Waterloo, Canada",1448,90.33333333333333,"School of Computer Science, University of Waterloo, Canada",8059,95.33333333333333,,,
72,"Simon Fraser University, Canada","Simon Fraser University, Canada",,,,,,,,,,,,,,,,,,,Simon Fraser University,2440,90.66666666666667,,,,,,,,,,,,,,,,Simon Fraser University,2440,90.66666666666667,,,,Simon Fraser University,2440,90.66666666666667,Simon Fraser University,2440,90.66666666666667,,,,Simon Fraser University,2440,90.66666666666667,,,,Simon Fraser University,2440,90.66666666666667
8418,"University of Illinois, USA","University of Illinois, USA",University of Illinois Urbana,3485,88.66666666666667,,,,University of Illinois Urbana,3485,88.66666666666667,University of Illinois Urbana,3485,88.66666666666667,University of Illinois,296,94.0,University of Illinois,296,94.0,,,,,,,,,,University of Illinois Urbana,3485,88.66666666666667,,,,University of Illinois,296,94.0,University of Illinois,296,94.0,University of Illinois Urbana,3485,88.66666666666667,University of Illinois Urbana,3485,88.66666666666667,University of Illinois Urbana,3485,88.66666666666667,University of Illinois,296,94.0,,,,,,,University of Illinois,296,94.0
1921,"Department of Computer Science, University of California, Riverside","Department of Computer Science, University of California, Riverside",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Bell Laboratories, Lucent Technologies","Bell Laboratories, Lucent Technologies","Bell Laboratories, Lucent Technologies, USA",8098,96.33333333333333,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,88.33333333333333,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,88.33333333333333,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,88.33333333333333,,,,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,88.33333333333333,,,,,,,"Bell Laboratories, Lucent Technologies, USA",8098,96.33333333333333,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,88.33333333333333,,,,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,88.33333333333333,"Bell Laboratories, Lucent Technologies, USA",8098,96.33333333333333,"Bell Laboratories, Lucent Technologies, USA",8098,96.33333333333333,,,,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,88.33333333333333,,,,"Bell Laboratories, Lucent Technologies, Murray Hill, NJ",7320,88.33333333333333,,,,,,
1434,"University of Alberta, Department of Computing Science, Edmonton, Alberta, Canada","University of Alberta, Department of Computing Science, Edmonton, Alberta, Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3117,"AT&T Labs--Research, Florham Park, NJ","AT&T Labs--Research, Florham Park, NJ","AT&T Labs Research, Florham Park, NJ",1072,96.66666666666667,"AT&T Labs Research, Florham Park, NJ",1072,96.66666666666667,"ATT Labs - Research, Florham Park, NJ",5204,95.33333333333333,"AT&T Labs Research, Florham Park, NJ, USA",5996,93.0,"AT&T Labs-Research, Florham Park, NJ",2964,98.66666666666667,"AT & T Labs-Research, Florham Park, NJ",4168,97.0,"AT&T Labs Research, Florham Park, NJ",1072,96.66666666666667,"AT&T Labs - Research, Florham Park, NJ",4264,97.0,,,,"AT&T Labs - Research, Florham Park, NJ",4264,97.0,,,,"AT&T Labs---Research, Florham Park, NJ",7659,98.66666666666667,"AT&T Labs-Research, Florham Park, NJ",2964,98.66666666666667,"AT&T Labs - Research, Florham Park, NJ",4264,97.0,"AT & T Labs-Research, Florham Park, NJ",4168,97.0,"AT&T Labs-Research, Florham Park, NJ",2964,98.66666666666667,"AT&T Labs - Research, Florham Park, NJ",4264,97.0,"AT&T Labs-Research, Florham Park NJ",8948,97.0,"AT&T Labs-Research, Florham Park NJ",8948,97.0,"AT&T Labs---Research, Florham Park, NJ",7659,98.66666666666667
6843,"Department of Computer Science, University of California, Santa Barbara, CA","Department of Computer Science, University of California, Santa Barbara, CA","Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333,"Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA",677,92.66666666666667,,,,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA",677,92.66666666666667,"Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333,"Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333,,,,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA",677,92.66666666666667,,,,"Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA",677,92.66666666666667,,,,"Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333,"Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA",677,92.66666666666667,"Department of Computer Science, University of California Santa Barbara, Santa Barbara, CA",677,92.66666666666667,,,,"Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333,"Department of Computer Science, University of California, Santa Barbara",6860,98.33333333333333
9659,Microsoft SQL Server,Microsoft SQL Server,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,"Computer Science Dept, UCLA","Computer Science Dept, UCLA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6687,"Dept. of Electrical and Computer Eng., National Technical University of Athens, Greece","Dept. of Electrical and Computer Eng., National Technical University of Athens, Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,"Philipps Universität Marburg, Germany","Philipps Universität Marburg, Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philipps University, Marburg, Germany",8186,95.66666666666667,,,,,,,"Philipps University, Marburg, Germany",8186,95.66666666666667,"Philipps University, Marburg, Germany",8186,95.66666666666667,,,,,,,"Philipps University, Marburg, Germany",8186,95.66666666666667,,,,"Philipps University, Marburg, Germany",8186,95.66666666666667
8842,"School of Computer Science and Engineering, University of New South Wales, NICTA, Sydney, Australia NSW 2052","School of Computer Science and Engineering, University of New South Wales, NICTA, Sydney, Australia NSW 2052","School of Computer Science & Engineering, The University of New South Wales, Sydney, NSW, Australia",1261,88.66666666666667,"School of Computer Science and Engineering University of New South Wales, Australia",8139,88.33333333333333,"School of Computer Science & Engineering, The University of New South Wales, Sydney, NSW, Australia",1261,88.66666666666667,,,,"School of Computer Science & Engineering, The University of New South Wales, Sydney, NSW, Australia",1261,88.66666666666667,"School of Computer Science and Engineering University of New South Wales, Australia",8139,88.33333333333333,,,,"School of Computer Science and Engineering University of New South Wales, Australia",8139,88.33333333333333,"School of Computer Science and Engineering University of New South Wales, Australia",8139,88.33333333333333,"School of Computer Science and Engineering University of New South Wales, Australia",8139,88.33333333333333,"School of Computer Science & Engineering, The University of New South Wales, Sydney, NSW, Australia",1261,88.66666666666667,"School of Computer Science & Engineering, The University of New South Wales, Sydney, NSW, Australia",1261,88.66666666666667,,,,"School of Computer Science and Engineering University of New South Wales, Australia",8139,88.33333333333333,"School of Computer Science and Engineering University of New South Wales, Australia",8139,88.33333333333333,,,,"School of Computer Science & Engineering, The University of New South Wales, Sydney, NSW, Australia",1261,88.66666666666667,"School of Computer Science & Engineering, The University of New South Wales, Sydney, NSW, Australia",1261,88.66666666666667,"School of Computer Science & Engineering, The University of New South Wales, Sydney, NSW, Australia",1261,88.66666666666667,,,
6892,"IBM, Hawthorne","IBM, Hawthorne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6940,"Hewlett-Packard Company, 1501 Page Mill Road, Palo Alto, CA","Hewlett-Packard Company, 1501 Page Mill Road, Palo Alto, CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6569,"Department of Computer Science University of Maryland, College Park, Also with the Institute for Advanced Computer Studies, University Maryland","Department of Computer Science University of Maryland, College Park, Also with the Institute for Advanced Computer Studies, University Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7139,"IBM Almaden Research, Center","IBM Almaden Research, Center",,,,,,,"IBM Almaden Research Center, USA",8069,93.0,,,,,,,IBM Almaden Research Center,38,98.0,"IBM Almaden Research Center, USA",8069,93.0,"IBM Almaden Research Center, USA",8069,93.0,,,,"IBM Almaden Research Center, USA",8069,93.0,,,,IBM Almaden Research Center,38,98.0,IBM Almaden Research Center,38,98.0,,,,,,,"IBM Almaden Research Center, USA",8069,93.0,,,,,,,"IBM Almaden Research Center, USA",8069,93.0,IBM Almaden Research Center,38,98.0
6745,"Univ British Columbia, 2366 Main Mall, UBC, Vancouver, BC","Univ British Columbia, 2366 Main Mall, UBC, Vancouver, BC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,"Renmin University of China, Beijing, China","Renmin University of China, Beijing, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,"University of California, Santa Barbara, Santa Barbara, CA","University of California, Santa Barbara, Santa Barbara, CA","University of California: Santa Barbara, Santa Barbara, CA",5501,98.66666666666667,"University of California Santa Barbara, Santa Barbara, CA",4490,99.0,"University of California Santa Barbara, Santa Barbara, CA, USA",5779,96.33333333333333,,,,"University of California, Santa Barbara, CA",45,88.33333333333333,,,,"University of California: Santa Barbara, Santa Barbara, CA",5501,98.66666666666667,"University of California, Santa Barbara, Santa Barbara, CA, USA",5651,97.33333333333333,"University of California Santa Barbara, Santa Barbara, CA",4490,99.0,"University of California Santa Barbara, Santa Barbara, CA",4490,99.0,"University of California Santa Barbara, Santa Barbara, CA",4490,99.0,,,,"University of California Santa Barbara, Santa Barbara, CA",4490,99.0,"University of California: Santa Barbara, Santa Barbara, CA",5501,98.66666666666667,"University of California Santa Barbara, Santa Barbara, CA, USA",5779,96.33333333333333,"University of California: Santa Barbara, Santa Barbara, CA",5501,98.66666666666667,,,,"University of California at Santa Barbara, Santa Barbara, CA",2732,96.33333333333333,"University of California Santa Barbara, Santa Barbara, CA",4490,99.0,"University of California Santa Barbara, Santa Barbara, CA",4490,99.0
425,"Technion - IIT, Haifa, Israel","Technion - IIT, Haifa, Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7733,AT&T Labs Research; E-mail: suciu@research.att.com,AT&T Labs Research; E-mail: suciu@research.att.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,"IBM Toronto Software Laboratory, Markham, Ontario, Canada","IBM Toronto Software Laboratory, Markham, Ontario, Canada","IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,,,,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,"IBM Toronto Laboratory, Markham, Ontario, Canada",2037,88.33333333333333,,,,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,,,,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,,,,"IBM Toronto Laboratory, Markham, Ontario, Canada",2037,88.33333333333333,,,,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667,,,,"IBM Toronto Laboratory, Markham, Ontario, Canada",2037,88.33333333333333,,,,"IBM Toronto Software Lab., Markham, Ontario, Canada",1184,90.66666666666667
3128,"University of Sydney, Australia","University of Sydney, Australia","University of Sydney, NSW, Australia",369,90.33333333333333,"University of Sydney, NSW, Australia",369,90.33333333333333,,,,"University of Sydney, NSW, Australia",369,90.33333333333333,"University of Sydney, NSW, Australia",369,90.33333333333333,"University of Sydney, NSW, Australia",369,90.33333333333333,"University of NSW, Sydney, Australia",1529,90.33333333333333,"University of Sydney, NSW, Australia",369,90.33333333333333,"University of NSW, Sydney, Australia",1529,90.33333333333333,"University of Sydney, NSW, Australia",369,90.33333333333333,,,,"University of Sydney, NSW, Australia",369,90.33333333333333,"University of Sydney, NSW, Australia",369,90.33333333333333,"University of NSW, Sydney, Australia",1529,90.33333333333333,,,,"University of Sydney, NSW, Australia",369,90.33333333333333,,,,"University of Sydney, NSW, Australia",369,90.33333333333333,"University of Sydney, NSW, Australia",369,90.33333333333333,"University of NSW, Sydney, Australia",1529,90.33333333333333
8948,"AT&T Labs-Research, Florham Park NJ","AT&T Labs-Research, Florham Park NJ","AT&T Labs Research, Florham Park, NJ",1072,96.66666666666667,"AT&T Labs Research, Florham Park, NJ",1072,96.66666666666667,"ATT Labs - Research, Florham Park, NJ",5204,93.66666666666667,"AT&T Labs Research, Florham Park, NJ, USA",5996,92.33333333333333,"AT&T Labs-Research, Florham Park, NJ",2964,98.66666666666667,"AT & T Labs-Research, Florham Park, NJ",4168,96.66666666666667,"AT&T Labs Research, Florham Park, NJ",1072,96.66666666666667,"AT&T Labs - Research, Florham Park, NJ",4264,95.66666666666667,"AT&T Labs--Research, Florham Park, NJ",3117,97.0,"AT&T Labs - Research, Florham Park, NJ",4264,95.66666666666667,"AT&T Labs--Research, Florham Park, NJ",3117,97.0,"AT&T Labs---Research, Florham Park, NJ",7659,95.66666666666667,"AT&T Labs-Research, Florham Park, NJ",2964,98.66666666666667,"AT&T Labs - Research, Florham Park, NJ",4264,95.66666666666667,"AT & T Labs-Research, Florham Park, NJ",4168,96.66666666666667,"AT&T Labs-Research, Florham Park, NJ",2964,98.66666666666667,"AT&T Labs - Research, Florham Park, NJ",4264,95.66666666666667,,,,,,,"AT&T Labs---Research, Florham Park, NJ",7659,95.66666666666667
920,"Department of Electronic Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan","Department of Electronic Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan and Institute of Information Science, Academia Sinica, Taipei, Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178,"The Ohio State University, Columbus, USA","The Ohio State University, Columbus, USA","Ohio State University, Columbus, OH",76,89.0,"The Ohio State University, Columbus, OH",173,93.33333333333333,,,,"Ohio State University, Columbus, OH",76,89.0,,,,,,,"The Ohio State University, Columbus, OH",173,93.33333333333333,"Ohio State University, Columbus, OH",76,89.0,"Ohio State University, Columbus, OH",76,89.0,"The Ohio State University, Columbus, OH",173,93.33333333333333,,,,"The Ohio State University, Columbus, OH, USA",5661,94.33333333333333,,,,"The Ohio State University, Columbus, OH",173,93.33333333333333,,,,"The Ohio State University, Columbus, OH",173,93.33333333333333,,,,"Ohio State University, Columbus, OH",76,89.0,"Ohio State University, Columbus, OH",76,89.0,"The Ohio State University, Columbus, OH, USA",5661,94.33333333333333
8154,"Department of Computer Science, University of Calgary, Canada","Department of Computer Science, University of Calgary, Canada","Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,,,,"Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,,,,"Department of Computer Science, University of Toronto, Canada",8159,88.66666666666667,,,,"Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,"Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,"Department of Computer Science, University of Toronto, Canada",8159,88.66666666666667,"Department of Computer Science, University of Toronto, Canada",8159,88.66666666666667,,,,"Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,,,,"Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,,,,"Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,"Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,"Department of Computer Science, University of Calgary, Calgary, Canada",8695,94.0,,,,,,
1525,"Department of Computer Science, Hong Kong University of Science and Technology, Clearwater Bay, Hong Kong","Department of Computer Science, Hong Kong University of Science and Technology, Clearwater Bay, Hong Kong",,,,"Department of Computer Science, Hong Kong University of Science and Technology",1915,90.33333333333333,,,,,,,"Department of Computer Science, Hong Kong University of Science and Technology",1915,90.33333333333333,"Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong",516,91.33333333333333,"Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",1034,97.33333333333333,,,,"Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China",8683,88.33333333333333,,,,"Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China",8683,88.33333333333333,"Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong",1034,97.33333333333333,,,,"Department of Computer Science, Hong Kong University of Science and Technology",1915,90.33333333333333,,,,"Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China",8683,88.33333333333333,"Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China",8683,88.33333333333333,"Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong",516,91.33333333333333,"Department of Computer Science, Hong Kong University of Science and Technology, Hong Kong",516,91.33333333333333,"Department of Computer Science, Hong Kong University of Science and Technology",1915,90.33333333333333
